0,pinyin,mim simpl,mim trad,Glosnnummer,Functioneel,HIERARCHIE DINGEMANSE,Gloss meaning,Middle Chinese,MC tonen,Morf,zdic,Translation,Sem typ (corpus),Sem typ (dict),Fanqie zdic,AUTHOR ENGL,AUTHOR CHI,BORN,DIED,old birhplace,current place,other place (current),titel,POEM PLACE,Syntaxis,distichon/regel,vert Wang,Uitspraak distichon,pagina Wang,onderdeel 3TP,link,,,http://zh.wikisource.org/wiki/%E5%94%90%E8%A9%A9%E4%B8%89%E7%99%BE%E9%A6%96,,,,,,
14,yǎnyàng,演漾,演漾,11,AD,MOVEMENT,undulate,*yenX~#'jangH,S~Q,ALLIT,1.水波荡漾。 2.飘摇貌。 ,1. Undulating waves. 2. Floating in the wind.,PHENO,PHENO,《唐韻》《集韻》《韻會》《正韻》以淺切，音衍。 + 《唐韻》《韻會》《正韻》餘亮切《集韻》弋亮切，音。,Wang Changling,王昌齡,698,756,京兆,西安,太原,同從弟南齋翫月憶山陰崔少府,,5 12,清輝淡水木，演漾在窗戶。,Its clear light glitters in waters and among trees; and ripples on the windows and doors in like wise.,Qīnghuī dànshuǐ mù, yǎn yàng zài chuānghù.,23,五言古诗,http://zh.wikisource.org/wiki/%E5%90%8C%E5%BE%9E%E5%BC%9F%E5%8D%97%E9%BD%8B%E7%BF%AB%E6%9C%88%E6%86%B6%E5%B1%B1%E9%99%B0%E5%B4%94%E5%B0%91%E5%BA%9C,,,,,,,,
89,yǎnyì ,掩抑,掩抑,66,PR,COGNITIVE_STATE,gloomy,#'jemX~*'ik,S~R,ALLIT,1.遮盖；遮挡。2.压制。 3.指压倒，盖过。 4.形容声音低沉。5.指说话的语调低沉。 6.形容心情抑郁。7.谓性情拘谨。 8.犹抑扬。,1. Covering. 2. Suppressing. 3. Overwhelming, overshadowed. 4. Muffled sound. 5. In a low speaking voice.6. Gloomy spirit. 7. Cautious temperament. 8. Rising and falling.,PSYCHO,PHOPHEPS,《唐韻》《集韻》《韻會》衣檢切《正韻》於檢切，淹上聲。 + 《唐韻》於力切《集韻》《韻會》乙力切，音億。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 34,絃絃掩抑聲聲思，似訴平生不得志。,"There was depression in each pluck of string, there was to think of in each sound something; it seemed that she was trying to complain, of setbacks she used in her life to sustain.",Xiánxián yǎn yì shēng shēng sī, shì sù píngshēng bùdé zhì.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,
121,yànyù,餍饫,饜飫,86,PR,VISUAL,abundant,*'jemH~#'joH,Q~Q,ALLIT,1.形容食品极丰盛。2.尽量满足口腹需要；感到饱足。3.犹博览。,1. Describes abundance of food. 2. Feel full of food. 3. Read extensively.,,, ＋秗《廣韻》依倨切《集韻》《韻會》《正韻》依據切，,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,麗人行,,7 34,犀箸饜飫久未下，鑾刀縷切空紛綸。,"Rhinoceros-horn chopsticks are kept still, for they all have eaten and drunk their fill; vainly are cooks busy in cutting things, whith the kitchen knives that can cause bells' rings.",Xī zhù yàn yù jiǔwèi xià, luán dāo lǚ qiè kōng fēn lún.,150,乐府,http://zh.wikisource.org/wiki/%E9%BA%97%E4%BA%BA%E8%A1%8C,,,,,,,,
54,yǎotiǎo,窈窕,窈窕,38,PR,INNER_FEELINGS,refined,*'ewX~*dewX,S~S,RHYME,亦作“ 窈窱 ”。 1.娴静貌；美好貌。2.妖冶貌。 3.指美女。 4.喻指才子。 5.深远貌；秘奥貌。 ,1. Gentle, fine. 2. Coquettish. 3. Beautiful woman. 4. Talented person/scholar (metaphor). 5. Profound.,PHENO,PHENO,《唐韻》烏皎切《集韻》《韻會》《正韻》伊鳥切，音杳。 + 《唐韻》《韻會》《正韻》徒了切，掉上聲。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,古柏行,,7 12,崔嵬枝幹郊原古，窈窕丹青戶牖空。,Old are giant trees with huge branches on the outskirt plain; empty are the halls while pretty things remain.,Cuīwéi zhī gàn jiāo yuán gǔ, yǎotiǎo dānqīng hùyǒu kōng.,78,七言古诗,http://zh.wikisource.org/wiki/%E5%8F%A4%E6%9F%8F%E8%A1%8C,,,,,,,
76,yáoyáo,摇摇,搖搖,55,PR,MOVEMENT,swing,*yew~yew,P~P,RED,1.心神不定貌。2.摆动、摇曳貌。3.远貌。,1. Anxious, distracted. 2. Swinging, swaying. 3. Far.,PHENO,PHEPSY,《唐韻》余招切《集韻》《韻會》《正韻》餘招切，音姚。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 34,翠華搖搖行復止，西出都門百餘里。,"The Emperor with courtiers and ladies, after alternate moves and tarries; past the west gate of the city, marched forward more than a hundred li.",Cuì huá yáo yáo xíng fù zhǐ, xī chū dōu mén bǎi yú lǐ.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,
186,yǎoyǎo,杳杳,杳杳,138,BG,VISUAL,dark,#'ewX~'ewX,S~S,RED,1.昏暗貌。2.幽远貌。3.犹渺茫。 4.犹隐约，依稀。,1. Dark. 2. Deep, secluded. 3. Uncertain. 4. Faint, vague.,PHENO,PHENO,《唐韻》烏皎切《集韻》《韻會》《正韻》伊鳥切，音窅。,Liu Changqing,劉長卿,710,789,河南,河间市,宣城市,送靈澈上人,,5 12,蒼蒼竹林寺，杳杳鐘聲晚。,Amid the greens stands the Bamboo Temple alone; In the evening reverberates its late bell's tone.,Cāngcāng zhúlín sì, yǎo yǎo zhōng shēng wǎn.,306,五言绝句,http://zh.wikisource.org/wiki/%E9%80%81%E9%9D%88%E6%BE%88%E4%B8%8A%E4%BA%BA,,,,,,
193,yǐnyǐn,隐隐,隱隱,144,PR,VISUAL,unclear water,*'jenX~'jenX,S~S,RED,1.隐约不分明貌。 2.忧戚貌。3.象声词。形容车声。4.盛多貌。隐，通“ 殷 ”。,1. Unclear, indiscernable. 2. Sad. 3. Rattling sound of carts (onom.). 4. Numerous.,PHENO,PHOPHEPS,《唐韻》《正韻》於謹切《集韻》《韻會》倚謹切，音櫽。,Du Mu,杜牧,803,852,萬年,西安,,寄揚州韓綽判官,,7 34,青山隱隱水迢迢，秋盡江南草未凋。,"The mountains grow indistinct, the waters flow far away; at autumn's end, green grasses south of the river still stay.",Qīngshān yǐnyǐn shuǐ tiáotiáo, qiū jǐn jiāngnán cǎo wèi diāo.,337,七言绝句,http://zh.wikisource.org/wiki/%E5%AF%84%E6%8F%9A%E5%B7%9E%E9%9F%93%E7%B6%BD%E5%88%A4%E5%AE%98,,,,,,,
189,yǐnyǐn,隐隐,隱隱,141,AD,VISUAL,unclear,*'jenX~'jenX,S~S,RED,1.隐约不分明貌。 2.忧戚貌。3.象声词。形容车声。4.盛多貌。隐，通“ 殷 ”。,1. Unclear, indiscernable. 2. Sad. 3. Rattling sound of carts (onom.). 4. Numerous.,PHENO,PHOPHEPS,《唐韻》《正韻》於謹切《集韻》《韻會》倚謹切，音櫽。,Zhang Xu,張旭,658,747,蘇州,苏州市,,桃花谿,,7 12,隱隱飛橋隔野煙，石磯西畔問漁船。,"Separating the wild mist, overhung a bridge hazily; by a west-bank rock, to a fisher I raised a query.",Yǐnyǐn fēi qiáo gé yě yān, shí jīxī pàn wèn yúchuán.,322,七言绝句,http://zh.wikisource.org/wiki/%E6%A1%83%E8%8A%B1%E8%B0%BF,,,,,,,
169,yīnyīn,阴阴,陰陰,125,PR,VISUAL,dark,*'im~'im,P~P,RED,1.幽暗貌。2.深邃貌。 3.犹隐隐。微痛貌。,1. Dark. 2. Deep, profound. 3. Indistinct, slightly painful.,PHENO,PHENO,《唐韻》《集韻》《韻會》於今切《正韻》於禽切，音音。,Qian Qi,錢起,722,780,吳興,湖州,,贈闕下裴舍人,,7 67,二月黃鶯飛上林，春城紫禁曉陰陰。,"In second moon, on Imperial Garden trees orioles alight; the Royal Palace in the capital is bathed in dawn's dim light.",Èr yuè huángyīng fēi shàng lín, chūnchéng zǐ jìn xiǎo yīnyīn.,271,七言律诗,http://zh.wikisource.org/wiki/%E8%B4%88%E9%97%95%E4%B8%8B%E8%A3%B4%E8%88%8D%E4%BA%BA,,,,,,
158,yīnyīn,阴阴,陰陰,117,PR,VISUAL,dark,*'im~'im,P~P,RED,1.幽暗貌。2.深邃貌。 3.犹隐隐。微痛貌。,1. Dark. 2. Deep, profound. 3. Indistinct, slightly painful.,PHENO,PHENO,《唐韻》《集韻》《韻會》於今切《正韻》於禽切，音音。,Wang Wei,王維,699,759,祁县,祁县,永济市,贈郭給事,,7 34,洞門高閣靄餘輝，桃李陰陰柳絮飛。,"Bathed in the setting sunshine are arch-door towers standing high; among shady leaves of peach and plum, willow catkins fly.",Dòngmén gāogé ǎi yú huī, táolǐ yīnyīn liǔxù fēi.,253,七言律诗,http://zh.wikisource.org/wiki/%E8%B4%88%E9%83%AD%E7%B5%A6%E4%BA%8B,,,,,,
159,yīnyīn,阴阴,陰陰,118,AT,VISUAL,dark,*'im~'im,P~P,RED,1.幽暗貌。2.深邃貌。 3.犹隐隐。微痛貌。,1. Dark. 2. Deep, profound. 3. Indistinct, slightly painful.,PHENO,PHENO,《唐韻》《集韻》《韻會》於今切《正韻》於禽切，音音。,Wang Wei,王維,699,759,祁县,祁县,永济市,積雨輞川莊作,,7 12,漠漠水田飛白鷺，陰陰夏木囀黃鸝。,Over misty water-logged fields white-feathered egrets fly; amidst shadowy summer woods orioles sweetly cry.,Mòmò shuǐtián fēi báilù, yīnyīn xiàmù zhuàn huánglí.,254,七言律诗,http://zh.wikisource.org/wiki/%E7%A9%8D%E9%9B%A8%E8%BC%9E%E5%B7%9D%E8%8E%8A%E4%BD%9C,,,,,,
66,yírán,怡然,怡然,47,AD,COGNITIVE_STATE,happy,*yi-*nyen,P~P,RAN,安适自在貌；喜悦貌。,Comfortable, happy, cheerful.,PSYCHO,PSYCHO,《唐韻》與之切《集韻》《韻會》盈之切《正韻》延知切，音飴。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,贈衛八處士,,5 12,怡然敬父執，問我來何方。,They greet their father's old friend with good grace; and want to be told I come from what place.,Yírán jìng fùzhí, wèn wǒ lái héfāng.,6,五言古诗,http://zh.wikisource.org/wiki/%E8%B4%88%E8%A1%9B%E5%85%AB%E8%99%95%E5%A3%AB,,,,,,
12,yīyī,依依,依依,9,PR,INNER_FEELINGS,reluctant to leave,*'jej~'jej,P~P,RED,1.轻柔披拂貌。2.依恋不舍的样子。3.形容思慕怀念的心情。4.依稀貌；隐约貌。5.象声词。 ,1. Gently blowing. 2. Reluctant to leave. 3. Nostalgic. 4. Vague. 5. Onomatopoeia.,PSYCHO,PHOPHEPS,《廣韻》《集韻》《韻會》《正韻》於希切，音衣。,Wang Wei,王維,699,759,祁县,祁县,永济市,渭川田家,,5 45,田夫荷鋤至，相見語依依。,Farmers shouldering hoes are seen to come by. They meet and talk idly, loath to say good-bye.,Tiánfū hè chú zhì, xiāng jiàn yǔyīyī.,17,五言古诗,http://zh.wikisource.org/wiki/%E6%B8%AD%E5%B7%9D%E7%94%B0%E5%AE%B6,,,,,,,
199,yīyī,依依,依依,148,PR,COGNITIVE_STATE,nostalgic,*'jej~'jej,P~P,RED,1.轻柔披拂貌。2.依恋不舍的样子。3.形容思慕怀念的心情。4.依稀貌；隐约貌。5.象声词。 ,1. Gently blowing. 2. Reluctant to leave. 3. Nostalgic. 4. Vague. 5. Onomatopoeia.,PSYCHO,PHOPHEPS,《廣韻》《集韻》《韻會》《正韻》於希切，音衣。,Zhang Bi,张泌,ca. 950,ca. 950,淮南,淮南,句容,寄人,,7 34,別夢依依到謝家，小廊回合曲闌斜。,"I dreamed going to your home, reluctant from you to part; there were small corridors with slanting zigzag rails around.",Bié mèng yīyī dào xiè jiā, xiǎo láng huíhé qǔ lán xié.,346,七言绝句,http://zh.wikisource.org/wiki/%E5%AF%84%E4%BA%BA_(%E5%BC%B5%E6%B3%8C),,,,,,,,
13,yíyuè,怡悦,怡悅,10,PR,INNER_FEELINGS,entertained,*yi~*ywet,P~R,ALLIT,亦作“怡说”。 取悦；喜悦。,Entertained, joyful.,PSYCHO,PSYCHO,《唐韻》與之切《集韻》《韻會》盈之切《正韻》延知切，音飴。 + 《廣韻》弋雪切《集韻》《韻會》欲雪切，音閱。,Meng Haoran,孟浩然,689,740,襄陽,襄阳,,秋登蘭山寄張五,,5 45,北山白雲裏，隱者自怡悅。,In the white clouds over the North Mountain, I, the hermit, myself will entertain.,Běishān báiyún lǐ, yǐn zhě zì yí yuè.,20,五言古诗,http://zh.wikisource.org/wiki/%E7%A7%8B%E7%99%BB%E8%98%AD%E5%B1%B1%E5%AF%84%E5%BC%B5%E4%BA%94,,,,
80,yōuyōu,悠悠,悠悠,58,PR,TIME,long lasting,*yuw~yuw,P~P,RED,1.思念貌；忧思貌。2.辽阔无际；遥远。3.久长；久远。4.连绵不尽貌。5.众多貌。6.世俗；一般。7.引申为庸俗，荒谬。 8.指世俗之人，众人。9.飘动貌。10.动荡；飘忽不定。11.游荡貌；懒散不尽心貌。 12.闲适貌。13.形容声音气息缓慢细长。 14.黝黑幽暗貌。悠，通“ 儵 ”。,1. Yearning, melancholic. 2. Vast. 3. Longlasting. 4. Connected. 5. Numerous. 6. Worldly, normal. 7. Vulgar, absurd (metonymy). 8.  The people. 9. Waving. 10. Turbulent. 11. Wandering, idle. 12. Leisurely. 13. Slowly and slim breathing sound. 14. Dark.,PHENO,PHEPSY,《唐韻》以周切《集韻》《韻會》夷周切，音由。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 12,悠悠生死別經年，魂魄不曾來入夢。,"Long were the years they had parted, since she from the world departed; wheresoever her soul might be, in dreams he e'er failed it to see.",Yōuyōu shēngsǐ bié jīng nián, húnpò bùcéng lái rù mèng.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,
63,yōuyōu,悠悠,悠悠,45,PR,TIME,long lasting,*yuw~yuw,P~P,RED,1.思念貌；忧思貌。2.辽阔无际；遥远。3.久长；久远。4.连绵不尽貌。5.众多貌。6.世俗；一般。7.引申为庸俗，荒谬。 8.指世俗之人，众人。9.飘动貌。10.动荡；飘忽不定。11.游荡貌；懒散不尽心貌。 12.闲适貌。13.形容声音气息缓慢细长。 14.黝黑幽暗貌。悠，通“ 儵 ”。,1. Yearning, melancholic. 2. Vast. 3. Longlasting. 4. Connected. 5. Numerous. 6. Worldly, normal. 7. Vulgar, absurd (metonymy). 8.  The people. 9. Waving. 10. Turbulent. 11. Wandering, idle. 12. Leisurely. 13. Slowly and slim breathing sound. 14. Dark.,PHENO,PHEPSY,《唐韻》以周切《集韻》《韻會》夷周切，音由。,Chen Zi'ang,陳子昂,661,702,射洪,射洪,,登幽州臺歌,,6 23,念天地之悠悠，獨愴然而涕下。,"The world will go on to the last; alone, I shed tears of torture!",Niàn tiāndì zhī yōuyōu, dú chuàng rán'ér tì xià.,89,七言古诗,http://zh.wikisource.org/wiki/%E7%99%BB%E5%B9%BD%E5%B7%9E%E8%87%BA%E6%AD%8C,,,,
149,yōuyōu,悠悠,悠悠,110,PR,TIME+EVALUATION,idle,*yuw~yuw,P~P,RED,1.思念貌；忧思貌。2.辽阔无际；遥远。3.久长；久远。4.连绵不尽貌。5.众多貌。6.世俗；一般。7.引申为庸俗，荒谬。 8.指世俗之人，众人。9.飘动貌。10.动荡；飘忽不定。11.游荡貌；懒散不尽心貌。 12.闲适貌。13.形容声音气息缓慢细长。 14.黝黑幽暗貌。悠，通“ 儵 ”。,1. Yearning, melancholic. 2. Vast. 3. Longlasting. 4. Connected. 5. Numerous. 6. Worldly, normal. 7. Vulgar, absurd (metonymy). 8.  The people. 9. Waving. 10. Turbulent. 11. Wandering, idle. 12. Leisurely. 13. Slowly and slim breathing sound. 14. Dark.,PHENO,PHEPSY,《唐韻》以周切《集韻》《韻會》夷周切，音由。,Cui Hao,崔顥,704,754,汴州,开封,,黃鶴樓,,7 67,黃鶴一去不復返，白雲千載空悠悠。,"Since the yellow crane left here, never has it come back; aimlessly are white clouds a thousand years drifting slack.",Huánghèyī qù bù fù fǎn, báiyún qiānzǎi kōng yōuyōu.,243,七言律诗,http://zh.wikisource.org/wiki/%E9%BB%83%E9%B6%B4%E6%A8%93,,,,
37,yōuyōu,呦呦,呦呦,25,PR,SOUND,bark,#'juw~'juw,P~P,RED,1.象声词。鹿鸣声。2.象声词。亦指小动物的叫声。3.象声词。哭泣声或口中发出的低微声音。,Onomatopoeia: 1. Sound of deer and birds. 2. Sound of small animals. 3. Sound of crying or low sounds coming out of one's mouth.,PHONO,PHONO,《廣韻》《集韻》於虬切《韻會》幺虬切，音幽。,Li Qi,李頎,690,751,赵郡,赵县市,登封,聽董大彈胡笳聲兼寄語弄房給事,,7 34,迸泉颯颯飛木末，野鹿呦呦走堂下。,"On the trees' farthest parts, gushing fountain sprays fall; wild deer cry and run along the foot of the hall.",Bèng quán sàsà fēi mù mò, yě lù yōuyōu zǒu táng xià.,58,七言古诗,http://zh.wikisource.org/wiki/%E8%81%BD%E8%91%A3%E5%A4%A7%E5%BD%88%E8%83%A1%E7%AC%B3%E8%81%B2%E5%85%BC%E5%AF%84%E8%AA%9E%E5%BC%84%E6%88%BF%E7%B5%A6%E4%BA%8B,,,,,,,,
28,yōuyōu,悠悠,悠悠,19,PR,INNER_FEELINGS,melancholic,*yuw~yuw,P~P,RED,1.思念貌；忧思貌。2.辽阔无际；遥远。3.久长；久远。4.连绵不尽貌。5.众多貌。6.世俗；一般。7.引申为庸俗，荒谬。 8.指世俗之人，众人。9.飘动貌。10.动荡；飘忽不定。11.游荡貌；懒散不尽心貌。 12.闲适貌。13.形容声音气息缓慢细长。 14.黝黑幽暗貌。悠，通“ 儵 ”。,1. Yearning, melancholic. 2. Vast. 3. Longlasting. 4. Connected. 5. Numerous. 6. Worldly, normal. 7. Vulgar, absurd (metonymy). 8.  The people. 9. Waving. 10. Turbulent. 11. Wandering, idle. 12. Leisurely. 13. Slowly and slim breathing sound. 14. Dark.,PSYCHO,PHEPSY,《唐韻》以周切《集韻》《韻會》夷周切，音由。,Wei Yingwu,韋應物,737,792,京兆,西安,,送楊氏女,,5 45,永日方慼慼，出門復悠悠。,"These days to grieve for you I never cease; Now you're leaving, the more my cares increase.",Yǒng rì fāng qī qī, chūmén fù yōuyōu.,39,五言古诗,http://zh.wikisource.org/wiki/%E9%80%81%E6%A5%8A%E6%B0%8F%E5%A5%B3,,,,
19,zhēngróng,峥嵘,崢嶸,14,AD,VISUAL+EVALUATION,extraordinary,*dzreang~#heang,P~P,RHYME,1.高峻貌。2.指高峻的山峰。3.卓越，不平凡。 4.兴盛；兴旺。5.形容植物茂盛。6.谓仕宦得意。 7.高旷。 8.形容岁月逝去。9.深远貌，深邃貌。10.幽深阴暗；阴沉。11.犹凛冽。12.枯槁貌；瘦削貌。13.引申为潦倒。 14.形容波涛汹涌。 15.形容泪流满面貌。 16.犹狰狞。状貌凶恶。,1. High and steep. 2. Peak of a mountain. 3. Excellent, extraordinary. 4. Flourishing, thriving. 5. Lush plants. 6. Praise for an official. 7. High and wide. 8. Elapsing of time. 9. Profound. 10. Dark, secluded. 11. Biting cold. 12. Withered, thin. 13. Miserable, frustrated. 14. Roaring waves. 15. Tears filling one's face completely. 16. Ferocious, vicious.,PHENO,PHEPSY,《集韻》鋤耕切。同崝。 + 《唐韻》戸萌切《集韻》《韻會》乎萌切《正韻》胡盲切，音橫。,Cen Shen,岑參,715,770,南陽,邓州市,荆州,與高適薛據登慈恩寺浮圖,,5 12,突兀壓神州，崢嶸如鬼工。,Surpassing all others in the country, it's like a structure of genie's workmanship.,Túwù yā shénzhōu, zhēng róng rú guǐ gōng.,29,五言古诗,http://zh.wikisource.org/wiki/%E8%88%87%E9%AB%98%E9%81%A9%E8%96%9B%E6%93%9A%E7%99%BB%E6%85%88%E6%81%A9%E5%AF%BA%E6%B5%AE%E5%9C%96,
113,zhēngróng,峥嵘,崢嶸,80,PR,VISUAL,high,*dzreang~#heang,P~P,RHYME,1.高峻貌。2.指高峻的山峰。3.卓越，不平凡。 4.兴盛；兴旺。5.形容植物茂盛。6.谓仕宦得意。 7.高旷。 8.形容岁月逝去。9.深远貌，深邃貌。10.幽深阴暗；阴沉。11.犹凛冽。12.枯槁貌；瘦削貌。13.引申为潦倒。 14.形容波涛汹涌。 15.形容泪流满面貌。 16.犹狰狞。状貌凶恶。,1. High and steep. 2. Peak of a mountain. 3. Excellent, extraordinary. 4. Flourishing, thriving. 5. Lush plants. 6. Praise for an official. 7. High and wide. 8. Elapsing of time. 9. Profound. 10. Dark, secluded. 11. Biting cold. 12. Withered, thin. 13. Miserable, frustrated. 14. Roaring waves. 15. Tears filling one's face completely. 16. Ferocious, vicious.,PHENO,PHEPSY,《集韻》鋤耕切。同崝。 + 《唐韻》戸萌切《集韻》《韻會》乎萌切《正韻》胡盲切，音橫。,Li Bai,李白,701,762,綿州,省江油市,托克马克,蜀道難,,5 34,劍閣崢嶸而崔嵬，一夫當關，萬夫莫開。,Jiange is a stronghold very lofty and steep; which ten-thousand fail to seize with one man to keep.,Jiàngé zhēng róng ér cuīwéi, yīfū dāng guān, wàn fū mò kāi.,136,乐府,http://zh.wikisource.org/wiki/%E8%9C%80%E9%81%93%E9%9B%A3_(%E6%9D%8E%E7%99%BD),
