NUMBER,TRAD,SIMPL,PINYIN,SEMANTIC,FORM-CHAR,Old-Chinese,FORM-MECH,TITLE,PoemGroup,LINE,TRANSLATION,ZDIC,RICCI,,,,,
479,佻佻,佻佻,tiāo tiāo,EVALUATION,AA,,REDUPLICATION,大 東,XiaoYa,佻佻公子、行彼周行。,Slight and elegant gentlemen, Walk along that road to Zhou.,獨行的樣子。詩經．小雅．大東：「佻佻公子，行彼周行。」,,,,,
480,僮僮,童童,tóng tóng,VISUAL,AA,,REDUPLICATION,采 蘩,GuoFeng,被之僮僮、夙夜在公。,"With head-dress reverently rising aloft, Early, while yet it is night, she is in the prince's temple;",戒懼恭敬的樣子。詩經．召南．采蘩：「被之僮僮，夙夜在公；被之祈祈，薄言還歸。」,,,,,,
481,塗塗,涂涂,tú tú,VISUAL,AA,,REDUPLICATION,角 弓,XiaoYa,毋教猱升木、如塗塗附。,Do not teach a monkey to climb trees; [You act] like adding mud to one in the mud.,,Épais; abondant.,,,,,
753,慱慱,慱慱,tuán tuán,FEELING,AA,,REDUPLICATION,素 冠,GuoFeng,庶見素冠兮、棘人欒欒兮、勞心慱慱兮。,If I could but see the white cap, And the earnest mourner worn to leanness! My toiled heart is worn with grief!,憂勞。詩經．檜風．素冠：「庶見素冠兮，棘人欒欒兮，勞心慱慱兮。」,,,,,
482,啍啍,啍啍,tūn tūn,SOUND+MOVEMENT,AA,,REDUPLICATION,大 車,GuoFeng,大車啍啍、毳衣如璊。,His great carriage moves heavily and slowly, And his robes of rank glitter like a carnation-gem.,1. 遲重緩慢的樣子。詩經．王風．大車：「大車啍啍，毳衣如璊。」2. 多言。孔子家語．卷一．五儀解：「無取啍啍，捷捷貪也，鉗鉗亂也，啍啍誕也。」,1. Lourd (d’aspect); lourdaud. 2. Chargé lourdement. 3. Faire des recommandations réitérées; inculquer. 4. Parler beaucoup.,,,,
483,焞焞,焞焞,tūn tūn,VISUAL,AA,,REDUPLICATION,采 芑,XiaoYa,戎車嘽嘽、嘽嘽焞焞、如霆如雷。,Numerous were his war chariots, Numerous and in grand array, Like the clap or the roll of thunder their onset.,,"Obscur; noir; qui brille d’une faible lueur, comme les étoiles.",,,
726,佗佗,佗佗,tuó tuó,EVALUATION,AA,,REDUPLICATION,君 子 偕 老,GuoFeng,委委佗佗、如山如河、象服是宜。,"Easy and elegant in her movements; [Stately] as a mountain, [majestic]as a river, Well beseeming her pictured robes:",1. 雍容自得的樣子。詩經．鄘風．君子偕老：「委委佗佗，如山如河。」2. 錯綜複雜的樣子。史記．卷一一七．司馬相如傳：「與其窮極倦欲，驚憚慴伏，不被創刃而死者，佗佗籍籍，填坑滿谷，揜平彌澤。」,,,,,,
484,橐橐,橐橐,tuó tuó,SOUND,AA,,REDUPLICATION,斯 干,XiaoYa,約之閣閣、椓之橐橐。,"They bound the frames for the earth, exactly over one another; Tuo-tuo went on the pounding; ",狀聲詞：(1)​ 形容杵聲。詩經．小雅．斯干：「約之閣閣，椓之橐橐。」(2)​ 形容步履聲。如：「一陣橐橐的皮鞋聲在石板路上響起來。」,Bruit de la terre que l’on tasse et bat.,,,,,
721,脫脫,脱脱,tuō tuō,MOVEMENT,AA,,REDUPLICATION,野 有 死 麕,GuoFeng,舒而脫脫兮、無感我帨兮、無使尨也吠。,"[She says], Slowly; gently, gently; Do not move my handkerchief; Do not make my dog bark.",,,,,,,
485,丸丸,丸丸,wánwán,VISUAL,AA,,REDUPLICATION,殷 武,ShangSong,陟彼景山、松柏丸丸。,We ascended the hill of Jing, Where the pines and cypresses grew symmetrical.,,(anc. – poét.) Haut et droit (en parl. des arbres).,,,,
747,唯唯,唯唯,wěi wěi,MOVEMENT,AA,,REDUPLICATION,敝 笱,GuoFeng,敝笱在梁、其魚唯唯。,Worn out is the basket at the dam, And the fishes go in and out freely,,恭敬應諾之詞。漢書．卷五十七．司馬相如傳上：「齊王曰：『雖然，略以子之所聞見言之。』僕對曰：『唯唯。臣聞楚有七澤，嘗見其一，未睹其餘也。』」聊齋志異．卷十一．王者：「明日，衣冠者召之去，曰：『今日可見矣。』州佐唯唯。」,,,,
755,韡韡,韡韡,wěi wěi,VISUAL,AA,,REDUPLICATION,常 棣,XiaoYa,常棣之華、鄂不韡韡。,The flowers of the cherry tree Are they not gorgeously displayed?,光明盛大的樣子。詩經．小雅．常棣：「常棣之華，鄂不韡韡。」,,,,,,
486,委蛇,委蛇,wēi yí,EVALUATION,AB,*q(r)ojʔ laj,RHYME,羔 羊,GuoFeng,退食自公、委蛇委蛇。,They have retired from the court to take their their meal; Easy are they and self-possesed.,1. 從容自得的樣子。詩經．召南．羔羊：「退食自公，委蛇委蛇。」鄭玄．箋：「委蛇，委曲自得之貌。」2. 蜿蜒曲折的樣子。楚辭．屈原．離騷：「駕八龍之婉婉兮，載雲旗之委蛇。」3. 蛇行，俯伏爬行的樣子。史記．卷六十九．蘇秦傳：「嫂委蛇蒲服，以面掩地而謝。」聊齋志異．卷一．宅妖：「近扶之，膩然而倒，委蛇入壁，移時始沒。」隨順的樣子。莊子．應帝王：「吾與之虛而委蛇。」成玄英．疏：「委蛇，隨順之貌也。」今亦指與人勉強酬應，虛應敷衍的樣子。,1.  Avoir une démarche gracieuse et posée; avoir l’air calme et grave. 2.  Avec un air content et joyeux; plein d’aisance.,,,,,
487,委蛇,委蛇,wēi yí,EVALUATION,AB,*q(r)ojʔ laj,RHYME,羔 羊,GuoFeng,退食自公、委蛇委蛇。,They have retired from the court to take their their meal; Easy are they and self-possesed.,1. 從容自得的樣子。詩經．召南．羔羊：「退食自公，委蛇委蛇。」鄭玄．箋：「委蛇，委曲自得之貌。」2. 蜿蜒曲折的樣子。楚辭．屈原．離騷：「駕八龍之婉婉兮，載雲旗之委蛇。」3. 蛇行，俯伏爬行的樣子。史記．卷六十九．蘇秦傳：「嫂委蛇蒲服，以面掩地而謝。」聊齋志異．卷一．宅妖：「近扶之，膩然而倒，委蛇入壁，移時始沒。」隨順的樣子。莊子．應帝王：「吾與之虛而委蛇。」成玄英．疏：「委蛇，隨順之貌也。」今亦指與人勉強酬應，虛應敷衍的樣子。,1.  Avoir une démarche gracieuse et posée; avoir l’air calme et grave. 2.  Avec un air content et joyeux; plein d’aisance.,,,,,
488,委蛇,委蛇,wēi yí,EVALUATION,AB,*q(r)ojʔ laj,RHYME,羔 羊,GuoFeng,委蛇委蛇、自公退食。,Easy are they and self-possessed; They have retired from the court to take their their meal.,1. 從容自得的樣子。詩經．召南．羔羊：「退食自公，委蛇委蛇。」鄭玄．箋：「委蛇，委曲自得之貌。」2. 蜿蜒曲折的樣子。楚辭．屈原．離騷：「駕八龍之婉婉兮，載雲旗之委蛇。」3. 蛇行，俯伏爬行的樣子。史記．卷六十九．蘇秦傳：「嫂委蛇蒲服，以面掩地而謝。」聊齋志異．卷一．宅妖：「近扶之，膩然而倒，委蛇入壁，移時始沒。」隨順的樣子。莊子．應帝王：「吾與之虛而委蛇。」成玄英．疏：「委蛇，隨順之貌也。」今亦指與人勉強酬應，虛應敷衍的樣子。,1.  Avoir une démarche gracieuse et posée; avoir l’air calme et grave. 2.  Avec un air content et joyeux; plein d’aisance.,,,,,
489,委蛇,委蛇,wēi yí,EVALUATION,AB,*q(r)ojʔ laj,RHYME,羔 羊,GuoFeng,委蛇委蛇、自公退食。,Easy are they and self-possessed; They have retired from the court to take their their meal.,1. 從容自得的樣子。詩經．召南．羔羊：「退食自公，委蛇委蛇。」鄭玄．箋：「委蛇，委曲自得之貌。」2. 蜿蜒曲折的樣子。楚辭．屈原．離騷：「駕八龍之婉婉兮，載雲旗之委蛇。」3. 蛇行，俯伏爬行的樣子。史記．卷六十九．蘇秦傳：「嫂委蛇蒲服，以面掩地而謝。」聊齋志異．卷一．宅妖：「近扶之，膩然而倒，委蛇入壁，移時始沒。」隨順的樣子。莊子．應帝王：「吾與之虛而委蛇。」成玄英．疏：「委蛇，隨順之貌也。」今亦指與人勉強酬應，虛應敷衍的樣子。,1.  Avoir une démarche gracieuse et posée; avoir l’air calme et grave. 2.  Avec un air content et joyeux; plein d’aisance.,,,,,
490,委蛇,委蛇,wēi yí,EVALUATION,AB,*q(r)ojʔ laj,RHYME,羔 羊,GuoFeng,委蛇委蛇、退食自公。,Easy are they and self-possessed; They have retired from the court to take their their meal.,1. 從容自得的樣子。詩經．召南．羔羊：「退食自公，委蛇委蛇。」鄭玄．箋：「委蛇，委曲自得之貌。」2. 蜿蜒曲折的樣子。楚辭．屈原．離騷：「駕八龍之婉婉兮，載雲旗之委蛇。」3. 蛇行，俯伏爬行的樣子。史記．卷六十九．蘇秦傳：「嫂委蛇蒲服，以面掩地而謝。」聊齋志異．卷一．宅妖：「近扶之，膩然而倒，委蛇入壁，移時始沒。」隨順的樣子。莊子．應帝王：「吾與之虛而委蛇。」成玄英．疏：「委蛇，隨順之貌也。」今亦指與人勉強酬應，虛應敷衍的樣子。,1.  Avoir une démarche gracieuse et posée; avoir l’air calme et grave. 2.  Avec un air content et joyeux; plein d’aisance.,,,,,
491,委蛇,委蛇,wēi yí,EVALUATION,AB,*q(r)ojʔ laj,RHYME,羔 羊,GuoFeng,委蛇委蛇、退食自公。,Easy are they and self-possessed; They have retired from the court to take their their meal.,1. 從容自得的樣子。詩經．召南．羔羊：「退食自公，委蛇委蛇。」鄭玄．箋：「委蛇，委曲自得之貌。」2. 蜿蜒曲折的樣子。楚辭．屈原．離騷：「駕八龍之婉婉兮，載雲旗之委蛇。」3. 蛇行，俯伏爬行的樣子。史記．卷六十九．蘇秦傳：「嫂委蛇蒲服，以面掩地而謝。」聊齋志異．卷一．宅妖：「近扶之，膩然而倒，委蛇入壁，移時始沒。」隨順的樣子。莊子．應帝王：「吾與之虛而委蛇。」成玄英．疏：「委蛇，隨順之貌也。」今亦指與人勉強酬應，虛應敷衍的樣子。,1.  Avoir une démarche gracieuse et posée; avoir l’air calme et grave. 2.  Avec un air content et joyeux; plein d’aisance.,,,,,
725,委委,委委,wěiwěi,MOVEMENT,AA,,REDUPLICATION,君 子 偕 老,GuoFeng,委委佗佗、如山如河、象服是宜。,"Easy and elegant in her movements; [Stately] as a mountain, [majestic]as a river, Well beseeming her pictured robes:",,,,,,,
492,溫溫,温温,wēn wēn,EVALUATION,AA,,REDUPLICATION,小 宛,XiaoYa,溫溫恭人、如集于木。,We must be mild, and humble, As if we were perched on trees.,1.柔和的樣子。詩經．小雅．小宛：「溫溫恭人，如集于木。」2.潤澤的樣子。荀子．修身：「依乎法又深其類，然後溫溫然。」,,,,
493,溫溫,温温,wēn wēn,EVALUATION,AA,,REDUPLICATION,賓 之 初 筵,XiaoYa,賓之初筵、溫溫其恭。,When the guests first approach the mats, All harmonies are they and reverent.,1.柔和的樣子。詩經．小雅．小宛：「溫溫恭人，如集于木。」2.潤澤的樣子。荀子．修身：「依乎法又深其類，然後溫溫然。」,,,,,
494,溫溫,温温,wēn wēn,EVALUATION,AA,,REDUPLICATION,抑,DaYa,溫溫恭人、維德之基。,The mild and the respectful man, Possesses the foundation of virtue.,1.柔和的樣子。詩經．小雅．小宛：「溫溫恭人，如集于木。」2.潤澤的樣子。荀子．修身：「依乎法又深其類，然後溫溫然。」,,,,,
495,沃沃,沃沃,wò wò,VISUAL,AA,,REDUPLICATION,隰 有 萇 楚,GuoFeng,夭之沃沃、樂子之無知。,With the glossiness of tender beauty. I should rejoice to be like you, [O tree], without consciousness.,少壯而佼好。詩經．檜風．隰有萇楚：「隰有萇楚，猗儺其枝。夭之沃沃，樂子之無知。」,,,,
496,沃沃,沃沃,wò wò,VISUAL,AA,,REDUPLICATION,隰 有 萇 楚,GuoFeng,夭之沃沃、樂子之無家。,With the glossiness of tender beauty. I should rejoice to be like you, [O tree], without a family.,少壯而佼好。詩經．檜風．隰有萇楚：「隰有萇楚，猗儺其枝。夭之沃沃，樂子之無知。」,,,,
497,沃沃,沃沃,wò wò,VISUAL,AA,,REDUPLICATION,隰 有 萇 楚,GuoFeng,夭之沃沃、樂子之無室。,With the glossiness of tender beauty. I should rejoice to be like you, [O tree], without a household.,少壯而佼好。詩經．檜風．隰有萇楚：「隰有萇楚，猗儺其枝。夭之沃沃，樂子之無知。」,,,,
498,潝潝,潝潝,xī xī,EVALUATION,AA,,REDUPLICATION,小 旻,XiaoYa,潝潝訿訿、亦孔之哀。,"Now they agree, and now they defame one another; The case is greatly to be deplored.",朋比為奸，眾口附和的樣子。亦作「翕翕」、「歙歙」。詩經．小雅．小旻：「潝潝訿訿，亦孔之哀。」,,,,,,
499,睍睆,睍睆,xiàn huàn,VISUAL,AB,*N-[k]ˤen-s *[ɢ]ˤo[n],PARARHYME,凱 風,GuoFeng,睍睆黃鳥、載好其音。,The beautiful yellow birds; Give forth their pleasant notes.,明亮美好的樣子。詩經．邶風．凱風：「睍睆黃鳥，載好其音。」西湖二集．卷十二：「黃鶯睍睆，紫燕呢喃，柳枝頭，湖草岸，奏數部管弦。」,1. Apparence agréable. 2. Chant clair et mélodieux des oiseaux.,,,,,
501,閑閑,闲闲,xián xián,VISUAL+EVALUATION,AA,,REDUPLICATION,皇 矣,DaYa,臨衝閑閑、崇墉言言。,"The engines of onfall and assault were gently plied, Against the walls of Chong high and great;",1. 從容優閒的樣子。詩經．魏風．十畝之間：「十畝之間兮，桑者閑閑兮。」唐．王維．歸嵩山作詩：「清川帶長薄，車馬去閑閑。」2. 廣闊博大的樣子。莊子．齊物論：「大知閑閑，小知閒閒。」成玄英．疏：「閑閑，寬裕也。」3. 動搖的樣子。漢書．卷一○○．敘傳下：「戎車七征，衝輣閑閑。」4.小孩學說話時的聲音。金瓶梅．第三十五回：「平安兒從新做了小孩兒，纔學閑閑。他又會頑，成日只踢毬兒耍子。」,,,,,,
500,閑閑,闲闲,xián xián,VISUAL+EVALUATION,AA,,REDUPLICATION,十 畝 之 間,GuoFeng,十畝之閒兮、桑者閑閑兮。,Among their ten acres, The mulberry-planters stand idly about.,1. 從容優閒的樣子。詩經．魏風．十畝之間：「十畝之間兮，桑者閑閑兮。」唐．王維．歸嵩山作詩：「清川帶長薄，車馬去閑閑。」2. 廣闊博大的樣子。莊子．齊物論：「大知閑閑，小知閒閒。」成玄英．疏：「閑閑，寬裕也。」3. 動搖的樣子。漢書．卷一○○．敘傳下：「戎車七征，衝輣閑閑。」4.小孩學說話時的聲音。金瓶梅．第三十五回：「平安兒從新做了小孩兒，纔學閑閑。他又會頑，成日只踢毬兒耍子。」,,,,,
502,憲憲,宪宪,xiàn xiàn,EVALUATION,AA,,REDUPLICATION,板,DaYa,天之方難、無然憲憲。,Heaven is now sending down calamities; Do not be so complacent.,1. 欣喜自得的樣子。詩經．大雅．板：「天之方難，無然憲憲。」 2. 興盛的樣子。禮記．中庸：「詩曰：『嘉樂君子，憲憲令德。』」唐．柳宗元．箕子碑：「憲憲大人，顯晦不渝。」,L’air joyeux; satisfait; content.,,,,,
503,顯顯,显显,xiǎn xiǎn,EVALUATION,AA,,REDUPLICATION,假 樂,DaYa,假樂君子、顯顯令德。,Of [our] admirable, amiable, sovereign, Most illustrious is the excellent virtue.,昭明顯耀的樣子。詩經．大雅．假樂：「假樂君子，顯顯令德。」,,,
504,僊僊,仙仙,xiān xiān,MOVEMENT,AA,,REDUPLICATION,賓 之 初 筵,XiaoYa,舍其坐遷、屢舞僊僊。,They leave their seats, and go elsewhere, They keep dancing and capering.,,,,,
505,囂囂,嚣嚣,xiāo xiāo,EVALUATION,AA,,REDUPLICATION,板 ,DaYa,我即而謀、聽我囂囂。,I come to advise with you, And you hear me with contemptuous indifference.,1. 無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」2. 言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」,,,,,
506,蕭蕭,萧萧,xiāo xiāo,SOUND,AA,,REDUPLICATION,車 攻,XiaoYa,蕭蕭馬鳴、悠悠旆旌。,"As if at their ease, the horses neighed, Long and slow moved the line of pennons and banners;",1.狀聲詞：(a)​ 形容馬鳴聲。唐．杜甫．兵車行：「車轔轔，馬蕭蕭，行人弓箭各在腰。」(b)​ 形容風聲。史記．卷八十六．刺客傳．荊軻傳：「風蕭蕭兮易水寒，壯士一去兮不復還。」(c)​形容落葉聲。唐．杜甫．登高詩：「無邊落木蕭蕭下，不盡長江袞袞來。」2. 白髮稀疏的樣子。宋．陸游．南鄉子．早歲入皇州詞：「三十年來真一夢，堪愁。客路蕭蕭兩鬢秋。」金．元好問．石州慢．擊筑行歌詞：「漫漫長路，蕭蕭兩鬢黃塵，騎驢漫與行人語。」,1.Onomat. imitant un sifflement, comme celui du vent. 2. Onomat. imitant le hennissement d’un cheval.,,,,
507,囂囂,嚣嚣,xiāo xiāo,SOUND,AA,,REDUPLICATION,車 攻,XiaoYa,之子于苗、選徒囂囂。,Of the officers in charge of the hunt, The voices resounded as they told off the men.,1. 無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」2. 言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」,,,,,
508,囂囂,嚣嚣,xiāo xiāo,SOUND,AA,,REDUPLICATION,十 月 之 交,XiaoYa,無罪無辜、讒口囂囂。,Without crime or offense of any kind, Slanderous mouths are loud against me.,1. 無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」2. 言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」,,,,,
