arthur,thomas,traditional,simplified,radsup,morphology,MC,OC,variant,Kroll,zdic,note,id
jie1~jie1,jiē~jiē,喈喈,喈喈,口,RED,keaj keaj,*kˤrəj~*kˤrəj,NA,onom. Bird calls; onom. Harmonious music; onom. Brisk brushing of wind,狀聲詞：(1)​ 形容和諧的鐘鼓聲。詩經．小雅．鼓鐘：「鼓鐘喈喈，淮水湝湝，憂心且悲。」(2)​ 形容鳥鳴聲。詩經．周南．葛覃：「黃鳥于飛，集于灌木，其鳴喈喈。」(3)​ 形容鸞鈴聲。詩經．大雅．蒸民：「四牡騤騤，八鸞喈喈。」,NA,623
die2~die2,dié~dié,喋喋,喋喋,口,RED,deap deap,NA~NA,諜諜,chatty; rambling,多話的樣子。史記．卷一一○．匈奴傳：「嗟土室之人，顧無多辭，令喋喋而佔佔，冠固何當？」聊齋志異．卷三．連瑣：「所言伊何？乃已喋喋向人！」亦作「諜諜」。,NA,296
yao1~yao1,yāo~yāo,喓喓,喓喓,口,RED,'jew-'jew,NA~NA,NA,"onom. of the stridulation of insects; shrilling, grating; heavy humming",狀聲詞。形容蟲鳴聲。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」,NA,1809
chuan3~chuan3,chuǎn~chuǎn,喘喘,喘喘,口,RED,tsyhwenX tshywenX,*[tʰ]orʔ~*[tʰ]orʔ,NA,huffing and puffing,NA,NA,208
xu3~xu3,xǔ~xǔ,喣喣,喣喣,火,RED,xjuX-xjuX,NA~NA,NA,"kind(ly), amiable; (med.) cautious and careful",NA,radical support?,1736
huang2~huang2,huáng~huáng,喤喤,喤喤,口,RED,hwang hwang,NA~NA,NA,onom. Infant crying or bawling; onom. Tintinnabulation of bells,狀聲詞：(1)​ 形容小孩的啼哭聲。詩經．小雅．斯干：「乃生男子，載寢之床，載衣之裳，載弄之璋，其泣喤喤。」(2)​ 形容聲音洪亮而和諧。詩經．周頌．執競 :「鐘鼓喤喤，磬筦將將。」,NA,509
he4~he4,hè~hè,嗃嗃,嗃嗃,口,RED,xaek xaek,NA~NA,NA,"cruel and ruthless, grim and grisly",嚴肅冷酷的樣子。易經．家人卦．象曰：「家人嗃嗃，未失也；婦人嘻嘻，失家節也。」,嗃 he4 also xiao1 (MC xaew) or xiao4 (MC xaewH),463
ge3~ge3,gě~gě,嗑嗑,嗑嗑,口,RED,kap kap,NA~NA,NA,"jabber, yap, prattle",多話的樣子。孔叢子．前集．儒服：「子路嗑嗑，尚飲十榼。」,ge3 also he2 (MC hjep) and xia1 (MC khaep),411
chen1~chen1,chēn~chēn,嗔嗔,嗔嗔,口,RED,den den,NA~NA,NA,onom. Drum beats,NA,NA,175
wu1~wu1,wū~wū,嗚嗚,呜呜,口,RED,'u-'u,NA~NA,NA,"onom. Of melodious song; (med.) onom. of comforting: there, there",形容歡唱、呼叫的聲音。史記．卷八十七．李斯傳：「夫擊甕、叩缶、彈箏、搏髀，而歌呼嗚嗚快耳者，真秦之聲也。」形容低沉、幽怨的聲音。宋．蘇軾．赤壁賦：「其聲嗚嗚然，如怨如慕，如泣如訴。」狀聲詞。形容汽笛的聲音。如：「汽笛嗚嗚的響起，船就要開了。」,NA,1598
ao2~ao2,áo~áo,嗷嗷,嗷嗷,口,RED,ngaw ngaw,NA~NA,謷謷,"hue and cry, raucous racket, brawling clamor; honking of geese and cranes； oh no!",狀聲詞：(1)​ 形容哀號聲。詩經．小雅．鴻鴈：「鴻鴈于飛，哀鳴嗷嗷。」宋．歐陽修．綠竹堂獨飲詩：「殘花不共一日看，東風送哭聲嗷嗷。」(2)​ 形容眾口嘈雜聲。漢書．卷三十六．楚元王劉交傳：「無罪無辜，讒口嗷嗷。」或作「熬熬」。,NA,32
cao2~cao2,cáo~cáo,嘈嘈,嘈嘈,口,RED,dzaw dzaw,NA~NA,NA,dinned and deafened,聲音雜亂。唐．白居易．琵琶行：「大弦嘈嘈如急雨，小弦切切如私語。」喧鬧、吵鬧。兒女英雄傳．第十五回：「我今日遇見這等一個知己愚兄，就喝口酒，……竟跟著嘈嘈，又說這東西，怎麼犯脾溼。」,NA,120
jiao1~jiao1,jiāo~jiāo,嘐嘐,嘐嘐,口,RED,kaew-kaew,NA~NA,NA,"onom. of cock's crow, cocoroo!",形容言語誇張、言行不一致。孟子．盡心下：「何以謂之狂也？曰：『其志嘐嘐然。』」,NA,602
xiao1~xiao1,xiāo~xiāo,嘐嘐,嘐嘐,口,RED,xaew-xaew,NA~NA,NA,"talk magniloquently, vaunt, exaggerate, blow hard",形容言語誇張、言行不一致。孟子．盡心下：「何以謂之狂也？曰：『其志嘐嘐然。』」,NA,1688
hui4~hui4,huì~huì,嘒嘒,嘒嘒,口,RED,xwejH xwejH,*qʷʰˤi[t]-s~*qʷʰˤi[t]-s,NA,onom. Cicada; onom. Carriage grelots (chink chink); onom. Pipes or flutes shrilling and shrieking,狀聲詞。形容蟬鳴聲。詩經．小雅．小弁：「菀彼柳斯，鳴蜩嘒嘒。」聲音和諧中節。詩經．小雅．采菽：「其旂淠淠，鸞聲嘒嘒。」,NA,541
xu1~xu1,xū~xū,嘔嘔,呕呕,口,RED,xju-xju,*qˤ(r)oʔ~*qˤ(r)oʔ,NA,"sweet and soothing, dulcet and pleasing, easily agreeable",和悅的樣子。史記．卷九十二．淮陰侯傳：「項王見人恭敬慈愛，言語嘔嘔。」,xu1 usually pronounced as ou1,1728
ze2~ze2,zé~zé,嘖嘖,啧啧,口,RED,tsreak-tsreak,NA~NA,NA,"twittering and chirping of birds, creaking of insects; clucking and chirking in approbation",狀聲詞：(1)​ 形容蟲鳥鳴叫聲。爾雅．釋鳥：「行雇唶唶，宵雇嘖嘖。」邢昺．疏：「唶唶、嘖嘖，鳥聲貌也。」初刻拍案驚奇．卷三：「那邊地方裡居民，家家蓄養蜈蚣，有大尺餘者，多放在枕畔或枕中，若有蛇至，蜈蚣便嘖嘖作聲。」(2)​ 形容咂嘴聲。表示讚嘆、驚奇。初刻拍案驚奇．卷六：「狄氏隨手就囊中取起來看，口裡嘖嘖道：『果然好珠！』」文明小史．第二十一回：「楊編修嘖嘖稱讚，說他輕了十年年紀。」形容爭相言語、議論。明史．卷二四五．周宗建傳：「近日政事，外廷嘖嘖，咸謂奧窔之中，莫可測識。」,NA,2023
xiao1~xiao1,xiāo~xiāo,嘵嘵,哓哓,口,RED,xew-xew,NA~NA,NA,exclamation of fright: hyai,恐懼聲。詩經．豳風．鴟鴞：「予室翹翹，風雨所漂搖，予維音嘵嘵。」爭辯聲。唐．韓愈．重答張籍書：「擇其可語者誨之，猶時與吾悖，其聲嘵嘵。」多言的樣子。初刻拍案驚奇．卷一：「口中嘵嘵說：『悔氣！來得遲了。』」聊齋志異．卷十．胭脂：「彼嘵嘵者直以桎梏靜之，何怪覆盆之下多沉冤哉！」,NA,1690
tan1~tan1,tān~tān,嘽嘽,嘽嘽,口,RED,than-than,*tʰˤar~*tʰˤar,NA,"panting and snorting, exhausted and spent; unnumbered and legion, drawn-out in throngs",牲畜喘息的樣子。詩經．小雅．四牡：「四牡騑騑，嘽嘽駱馬。」舒暢喜樂的樣子。詩經．大雅．崧高：「申伯番番，既入于謝，徒御嘽嘽。」眾多。詩經．小雅．釆芑：「戎車嘽嘽，嘽嘽焞焞，如霆如雷。」,NA,1443
zun3~zun3,zǔn~zǔn,噂噂,噂噂,口,RED,tswonX-tswonX,NA~NA,NA,"confused chatter, jumbled babble, cross-talk",狀聲詞。形容吵雜聲。唐．盧照鄰．釋疾文．命曰：「霓為裳兮羽為旗，雷為車兮電為斾，噂噂兮上馳，遙遙兮橫厲。」相對傾談。漢．焦延壽．易林．卷一．乾之困：「噂噂所言，莫知我垣。」,NA,2109
jiao1~jiao1,jiāo~jiāo,噍噍,噍噍,口,RED,dzjew-dzjew,*[dz]ewk-s~*[dz]ewk-s,NA,onom. Pheasant's cry,NA,"噍 jiao1 (MC dzjew), jiu1 (MC tsjuw), jiao4 (dzjewH)",599
jiao4~jiao4,jiào~jiào,噭噭,噭噭,口,RED,djewX,NA~NA,NA,"onom. High-pitched cry, like howling of gibbons or keening wail",狀聲詞：(1)​ 形容哭泣聲。莊子．至樂：「人且偃然寢於巨室，而我噭噭然，隨而哭之。」文選．潘岳．楊仲武誄：「慈母哀哀，慈母痛心疾首。噭噭同生，悽悽諸舅。」(2)​ 形容鳥獸鳴聲。文選．曹植．雜詩六首之三：「飛鳥遶樹翔，噭噭鳴索群。」唐．陳子昂．晚次樂鄉縣詩：「如何此時恨，噭噭夜猿鳴。」,NA,617
jie1~jie1,jiē~jiē,嚌嚌,哜哜,口,RED,kej kej,NA~NA,NA,squawk and screech,狀聲詞：(1)​ 形容鳥獸的鳴叫聲。文選．班彪．北征賦：「雁邕邕以群翔兮，鵾雞鳴以嚌嚌。」(2)​ 形容管弦的淒切聲。漢．揚雄．太玄經．卷二．樂：「鐘鼓喈喈，管絃嚌嚌。」,嚌 jie1 also ji4 (MC dzejH),625
ying1~ying1,yīng~yīng,嚶嚶,嘤嘤,口,RED,'eang-'eang,NA~NA,NA,"onom. birdcall, crying of birds, wee-ang, wee-ang wawk",狀聲詞：(1)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(2)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(3)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」,NA,1934
ao2~ao2,áo~áo,囂囂,嚣嚣,NA,RED,ngaw-ngaw,*[ŋ]ˤaw~*[ŋ]ˤaw,NA,brawl and brouhaha; moiling mob; rife and riotous,無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」,radical support?,35
xiao1~xiao1,xiāo~xiāo,囂囂,嚣嚣,NA,RED,xjew-xjew,*[ŋ]ˤaw~*[ŋ]ˤaw,NA,well and fully pleased,無欲自得的樣子。孟子．盡心上：「人知之，亦囂囂；人不知，亦囂囂。」言語紛紜的樣子。詩經．小雅．十月之交：「無罪無辜，讒口囂囂。」,radical support?,1691
qun1~qun1,qūn~qūn,囷囷,囷囷,NA,RED,khwin-khwin,*kʰrun~*kʰrun,NA,"(med.) twisting and turning, curved and winding",屈曲盤旋的樣子。唐．杜牧．阿房宮賦：「盤盤焉，囷囷焉，蜂房水渦矗，不知乎幾千萬落。」,radical support?,1324
kan3~kan3,kǎn~kǎn,坎坎,坎坎,土,RED,khomX khomX,*[k]ʰˤomʔ~*[k]ʰˤomʔ,NA,"onom. Striking an object (drum, pan); onom. Drumming (high pitch and fast beat); also empty, sunk and pitted",擊鼓聲。詩經．小雅．伐木：「坎坎鼓我，蹲蹲舞我。」伐木聲。詩經．魏風．伐檀：「坎坎伐檀兮，寘之河之干兮。」不安的樣子。易經．坎卦：「六三，來之坎坎，險且枕。」空乏的樣子。漢．揚雄．太玄經．窮：「羹無糝，其腹坎坎。」不平。唐．柳宗元．弔屈原文：「哀余衷之坎坎兮，獨蘊憤而增傷。」高興、歡喜。爾雅．釋訓：「坎坎、蹲蹲，喜也。」,NA,711
tang2~tang2,táng~táng,堂堂,堂堂,NA,RED,dang-dang,*[d]ˤaŋ~*[d]ˤaŋ,NA,broad and limitless; large and lofty; massive and magnificent,形容人的容貌端正莊嚴。論語．子張：「堂堂乎張也，難與並為仁矣。」形容志氣宏大。宋．岳飛．題新淦古寺壁詩：「正氣堂堂貫斗牛，誓將貞節報君仇。」形容陣容或力量壯大。三國志．卷二十八．魏書．鍾會傳：「段谷、侯和沮傷之氣，難以敵堂堂之陳。」,NA,1460
tian2~tian2,tián~tián,填填,填填,土,RED,den-den,*[d]ˤi[n]~*[d]ˤi[n],NA,"fully satisfied, completely content; onom. of sound of drums",NA,NA,1490
zhen4~zhen4,zhèn~zhèn,填填,填填,土,RED,trinH-trinH,*[d]ˤi[n]~*[d]ˤi[n],NA,"grave and dignified, in formal manner",NA,zhen4 usually reads as tian2,2055
mei2~mei2,méi~méi,塺塺,塺塺,土,RED,mwoj mwoj,*mˤaj-s~*mˤaj-s,NA,drifting dust,NA,NA,986
yao1~yao1,yāo~yāo,夭夭,夭夭,夭,RED,'jew-'jew,*[ʔ](r)aw~*[ʔ](r)aw,NA,"lush growth, luxuriant, unhindered abundance; relaxed and unruffled",少壯美盛的樣子。詩經．周南．桃夭：「桃之夭夭，灼灼其華。」文選．阮籍．詠懷詩十七首之四：「夭夭桃李花，灼灼有輝光。」顏色和悅的樣子。論語．述而：「子之燕居，申申如也，夭夭如也。」,NA,1810
yan1~yan1,yān~yān,奄奄,奄奄,NA,RED,'jem-'jem,*ʔ(r)omʔ~*ʔ(r)omʔ,NA,"(med.) weak(ly), faint(ly)",氣息微弱將絕。初刻拍案驚奇．卷十二：「老夫婦只生得此女，自從失去，幾番哭絕，至今奄奄不欲生。」,NA,1764
huan4~huan4,huàn~huàn,奐奐,奂奂,大,RED,xwanH xwanH,NA~NA,NA,"bright, vibrant, vivid",NA,NA,505
qi4~qi4,qì~qì,契契,契契,大,RED,khejH-khejH,*[kʰ]ˤet-s~*[kʰ]ˤet-s,NA,separated far and long; sad and sorrowfol,憂苦。詩經．小雅．大東：「契契寤歎，哀我憚人。」晉．陶淵明．閑情賦：「改所願而必違，徒契契以苦心。」,radical support?,1238
qu2~qu2,qú~qú,姁姁,姁姁,女,RED,gju-gju,NA~NA,NA,contentendly complacent; mild and moderate,喜悅自得的樣子。呂氏春秋．有始覽．諭大：「父子兄弟相與比周於一國，姁姁焉相樂也。」言語溫和親切。唐．柳宗元．段太尉逸事狀：「太尉為人姁姁，常低首拱手行步。」明．歸有光．先妣事略：「敦尚簡實，與人姁姁說村中語。」,NA,1307
shan1~shan1,shān~shān,姍姍,姗姗,女,RED,san-san,NA~NA,NA,"walk without haste, in a leisurely way, storll easily",NA,NA,1371
suo1~suo1,suō~suō,娑娑,娑娑,女,RED,sa-sa,*[s]ˤa[j]~*[s]ˤa[j],NA,flowing fullness,鬆散、飛揚的樣子。文選．張衡．思玄賦：「修初服之娑娑兮，長余佩之參參。」,NA,1429
wei3~wei3,wěi~wěi,娓娓,娓娓,女,RED,mj+jX-mj+jX,NA~NA,"亹亹, 娓娓","diligent, unstinting and tireless; handsomely shaped, beautifully formed",勤勉不倦的樣子，常用來形容談論不倦。如：「娓娓道來」、「娓娓動聽」。,NA,1578
chuo4~chuo4,chuò~chuò,娖娖,娖娖,女,RED,tsrhaewk tsrhaewk,NA~NA,齪齪,painstakingly precise,誠實的樣子。史記．卷九十六．張丞相傳：「娖娖廉謹，為丞相備員而已。」遼史．卷一○二．蕭奉先等傳．論曰：「嗚呼！天祚之所倚毗者若此，國欲不亡，得乎？張琳娖娖守位，余睹反覆自困，則又何足議哉！」,NA,220
lan2~lan2,lán~lán,婪婪,婪婪,女,RED,lom lom,*[r]ˤ[ə]m~*[r]ˤ[ə]m,惏惏,greedy and grasping,NA,惏 lan2 also lin2 (MC lim) same as 婪,776
mei4~mei4,mèi~mèi,媒媒,媒媒,女,RED,mwojH mwojH,*C.mˤə~*C.mˤə,NA,"dark and dull, gloomy",NA,媒 mei4 also mei2 (MC mwoj),992
ti2~ti2,tí~tí,媞媞,媞媞,女,RED,dej-dej,NA~NA,NA,fair and beautiful; gracefully easy,美好的樣子。楚辭．東方朔．七諫．怨世：「西施媞媞而不得見兮，嫫母勃屑而日侍。」,NA,1477
yuan1~yuan1,yuān~yuān,嫚嫚,嫚嫚,女,RED,hjwon hjwon,NA~NA,NA,"tender, gentle, elegant, langid",NA,嫚 yuan1 also man4 (MC maenH),2002
rao3~rao3,rǎo~rǎo,嬈嬈,娆娆,女,RED,nyewX-nyewX,NA~NA,NA,"graceful and gentle, soft and yielding",柔弱的樣子。文選．王襃．洞簫賦：「風鴻洞而不絕兮，優嬈嬈以婆娑。」,NA,1335
xian1~xian1,xiān~xiān,孅孅,孅孅,女,RED,sjem-sjem,NA~NA,"纖纖, 孅孅",fine and fragile,NA,NA,1649
zi1~zi1,zī~zī,孜孜,孜孜,子,RED,tsi-tsi,NA~NA,"孜孜, 孳孳","assiduous and alert, determined and tireless; indefatigable, persevering",勤勉不懈。書經．益稷：「禹拜曰：『都帝予何言，予思日孜孜。』」文選．任昉．齊竟陵文宣王行狀：「雖牽以物役，孜孜無怠。」不停、不歇。聊齋志異．卷二．嬰甯：「又弔其無家，亦殊無悲意，孜孜憨笑而已。」仔細。宋．柳永．十二時．晚晴初詞：「夜永有時，分明枕上，覷著孜孜地。」元．關漢卿．玉鏡臺．第二折：「朝至暮不轉我這眼睛，孜孜覷定。」亦作「咨咨」。溫婉、柔順。宋．歐陽修．惜芳年．因倚蘭臺翠雲嚲詞：「睡未足，雙眉尚鎖，潛身走向伊行坐，孜孜地，告他梳裹。」宋元戲文輯佚．許盼盼燕子樓：「自來舉止孜孜地，那更好模好樣，一捻兒身己。」狀聲詞。形容鳥鳴聲。唐．白居易．燕示劉叟詩：「四兒日夜長，索食聲孜孜。」,radical support?,2100
zi1~zi1,zī~zī,孳孳,孳孳,子,RED,tsi-tsi,NA~NA,"孜孜, 孳孳","ceaselessly assiduous, fervently indefatigable",勤勉不怠。孟子．盡心上：「雞鳴而起，孳孳為善者，舜之徒也。」漢書．卷八十五．谷永傳：「宜夙夜孳孳，執伊尹之彊德，以守職匡上。」,radical support?,2101
wan3~wan3,wǎn~wǎn,宛宛,宛宛,NA,RED,'jwonX-'jwonX,*[ʔ]o[r]ʔ~*[ʔ]o[r]ʔ,NA,"supplely sweeping, as of graceful bamboo",盤旋屈曲的樣子。文選．司馬相如．封禪文：「宛宛黃龍，興德而升。」山路蜿蜒曲折。唐．張祜．車遙遙詩：「碧川迢迢山宛宛，馬蹄在耳輪在眼。」柔弱的樣子。清．納蘭性德．秋千索．淥水亭春望詞：「煙絲宛宛愁縈挂，賸幾筆晚晴圖畫。」,NA,1547
rong2~rong2,róng~róng,容容,容容,宀,RED,yowng-yowng,*[ɢ](r)oŋ~*[ɢ](r)oŋ,NA,"spreading freely, rolling in billows; with no set view, undetermined",苟且敷衍，隨眾附和。史記．卷九十六．張丞相傳：「其治容容，隨世俗浮沉。」漢書．卷八十四．翟方進傳：「朕誠怪君，何持容容之計，無忠固意。」飛揚的樣子。楚辭．屈原．九歌．山鬼：「表獨立兮山之上，雲容容兮而在下。」漢書．卷二十二．禮樂志：「神之行，旌容容，騎沓沓，般縱縱。」紛亂動蕩的樣子。楚辭．屈原．九章．悲回風：「紛容容之無經兮，罔芒芒之無紀。」史記．卷九十二．淮陰侯傳：「夫銳氣挫於險塞，而糧食竭於內府，百姓罷極怨望，容容無所倚。」,NA,1341
cha2~cha2,chá~chá,察察,察察,宀,RED,tsrheat tsrheat,*[tsʰ]ˤret~*[tsʰ]ˤret,NA,pristine purity; usullied whitness; down to the smallest detail,分別辨析。老子．第二十章：「俗人察察，我獨悶悶。」新唐書．卷二○七．宦者傳上．吐突承璀傳：「以黃門直東宮，為掖廷局博士，察察有才。」潔淨。楚辭．屈原．漁父：「安能以身之察察，受物之汶汶者乎？」,NA,137
liao2~liao2,liáo~liáo,寥寥,寥寥,宀,RED,lew lew,NA~NA,NA,"empty stillness, undisturbed solitude",深邃的樣子。文選．左思．詠史八首之四：「寥寥空宇中，所講在玄虛。」孤寂，空虛。唐．宋之問．溫泉莊臥病寄楊七炯詩：「移疾臥茲嶺，寥寥倦幽獨。」唐．祖詠．蘇氏別業詩：「寥寥人境外，閑坐聽春禽。」數量稀少。唐．權德輿．舟行見月詩：「月入孤舟夜半晴，寥寥霜雁兩三聲。」文明小史．第二十七回：「那時天氣尚早，遊客寥寥。」,NA,847
xun2~xun2,xún~xún,尋尋,寻寻,彐,RED,zim-zim,*sə-l[ə]m (< *-um ?)~*sə-l[ə]m (< *-um ?),NA,unbounded; endless,NA,NA,1755
